DateTime,Open,High,Low,Close,Volume
2020-08-10 00:05:00+00:00,1.17848,1.17860,1.17844,1.17860,31
2020-08-10 00:06:00+00:00,1.17862,1.17864,1.17862,1.17863,8
2020-08-10 00:07:00+00:00,1.17864,1.17872,1.17864,1.17868,17
2020-08-10 00:08:00+00:00,1.17866,1.17868,1.17859,1.17868,14
2020-08-10 00:09:00+00:00,1.17870,1.17880,1.17870,1.17878,18
2020-08-10 00:10:00+00:00,1.17879,1.17898,1.17878,1.17894,29
2020-08-10 00:11:00+00:00,1.17892,1.17894,1.17883,1.17889,23
2020-08-10 00:12:00+00:00,1.17890,1.17898,1.17887,1.17888,30
2020-08-10 00:13:00+00:00,1.17889,1.17901,1.17889,1.17898,24
2020-08-10 00:14:00+00:00,1.17896,1.17896,1.17887,1.17888,24
2020-08-10 00:15:00+00:00,1.17890,1.17909,1.17890,1.17904,36
2020-08-10 00:16:00+00:00,1.17902,1.17908,1.17895,1.17908,28
2020-08-10 00:17:00+00:00,1.17910,1.17922,1.17910,1.17918,24
2020-08-10 00:18:00+00:00,1.17917,1.17918,1.17908,1.17910,21
2020-08-10 00:19:00+00:00,1.17912,1.17918,1.17910,1.17918,17
2020-08-10 00:20:00+00:00,1.17920,1.17920,1.17904,1.17918,51
2020-08-10 00:21:00+00:00,1.17919,1.17923,1.17912,1.17914,38
2020-08-10 00:22:00+00:00,1.17913,1.17918,1.17912,1.17916,9
2020-08-10 00:23:00+00:00,1.17914,1.17914,1.17902,1.17904,32
2020-08-10 00:24:00+00:00,1.17903,1.17904,1.17898,1.17900,19
2020-08-10 00:25:00+00:00,1.17902,1.17907,1.17899,1.17900,29
2020-08-10 00:26:00+00:00,1.17902,1.17908,1.17902,1.17906,11
2020-08-10 00:27:00+00:00,1.17904,1.17906,1.17902,1.17904,5
2020-08-10 00:28:00+00:00,1.17906,1.17916,1.17905,1.17906,23
2020-08-10 00:29:00+00:00,1.17908,1.17908,1.17906,1.17906,2
2020-08-10 00:30:00+00:00,1.17904,1.17916,1.17903,1.17915,23
2020-08-10 00:31:00+00:00,1.17914,1.17914,1.17909,1.17910,9
2020-08-10 00:32:00+00:00,1.17911,1.17912,1.17902,1.17902,8
2020-08-10 00:33:00+00:00,1.17901,1.17906,1.17899,1.17902,12
2020-08-10 00:34:00+00:00,1.17904,1.17916,1.17903,1.17916,25
2020-08-10 00:35:00+00:00,1.17915,1.17924,1.17915,1.17923,12
2020-08-10 00:36:00+00:00,1.17924,1.17924,1.17920,1.17922,15
2020-08-10 00:37:00+00:00,1.17924,1.17927,1.17913,1.17913,17
2020-08-10 00:38:00+00:00,1.17914,1.17920,1.17914,1.17914,11
2020-08-10 00:39:00+00:00,1.17912,1.17912,1.17902,1.17908,16
2020-08-10 00:40:00+00:00,1.17906,1.17908,1.17901,1.17904,19
2020-08-10 00:41:00+00:00,1.17906,1.17916,1.17901,1.17912,35
2020-08-10 00:42:00+00:00,1.17914,1.17918,1.17906,1.17916,15
2020-08-10 00:43:00+00:00,1.17915,1.17916,1.17902,1.17908,31
2020-08-10 00:44:00+00:00,1.17906,1.17908,1.17903,1.17904,13
2020-08-10 00:45:00+00:00,1.17903,1.17916,1.17903,1.17916,14
2020-08-10 00:46:00+00:00,1.17918,1.17920,1.17912,1.17912,17
2020-08-10 00:47:00+00:00,1.17913,1.17919,1.17913,1.17916,13
2020-08-10 00:48:00+00:00,1.17917,1.17932,1.17912,1.17931,27
2020-08-10 00:49:00+00:00,1.17932,1.17939,1.17928,1.17936,21
2020-08-10 00:50:00+00:00,1.17935,1.17937,1.17932,1.17937,7
2020-08-10 00:51:00+00:00,1.17939,1.17948,1.17939,1.17942,17
2020-08-10 00:52:00+00:00,1.17944,1.17946,1.17942,1.17946,9
2020-08-10 00:53:00+00:00,1.17948,1.17948,1.17934,1.17936,10
2020-08-10 00:54:00+00:00,1.17938,1.17954,1.17938,1.17954,26
2020-08-10 00:55:00+00:00,1.17955,1.17955,1.17944,1.17944,12
2020-08-10 00:56:00+00:00,1.17946,1.17952,1.17944,1.17949,28
2020-08-10 00:57:00+00:00,1.17950,1.17956,1.17949,1.17954,23
2020-08-10 00:58:00+00:00,1.17955,1.17955,1.17944,1.17948,19
2020-08-10 00:59:00+00:00,1.17950,1.17952,1.17937,1.17937,25
2020-08-10 01:00:00+00:00,1.17939,1.17939,1.17908,1.17918,58
2020-08-10 01:01:00+00:00,1.17920,1.17938,1.17920,1.17936,27
2020-08-10 01:02:00+00:00,1.17938,1.17942,1.17913,1.17920,45
2020-08-10 01:03:00+00:00,1.17919,1.17923,1.17908,1.17910,26
2020-08-10 01:04:00+00:00,1.17908,1.17915,1.17901,1.17901,21
2020-08-10 01:05:00+00:00,1.17902,1.17910,1.17900,1.17907,30
2020-08-10 01:06:00+00:00,1.17908,1.17916,1.17908,1.17910,14
2020-08-10 01:07:00+00:00,1.17908,1.17915,1.17903,1.17903,24
2020-08-10 01:08:00+00:00,1.17904,1.17908,1.17902,1.17902,21
2020-08-10 01:09:00+00:00,1.17903,1.17921,1.17903,1.17921,26
2020-08-10 01:10:00+00:00,1.17922,1.17928,1.17912,1.17916,36
2020-08-10 01:11:00+00:00,1.17918,1.17928,1.17918,1.17925,19
2020-08-10 01:12:00+00:00,1.17923,1.17926,1.17922,1.17926,9
2020-08-10 01:13:00+00:00,1.17928,1.17931,1.17927,1.17927,9
2020-08-10 01:14:00+00:00,1.17928,1.17946,1.17928,1.17940,22
2020-08-10 01:15:00+00:00,1.17942,1.17970,1.17942,1.17970,63
2020-08-10 01:16:00+00:00,1.17968,1.17970,1.17940,1.17942,20
2020-08-10 01:17:00+00:00,1.17944,1.17946,1.17940,1.17940,4
2020-08-10 01:18:00+00:00,1.17936,1.17938,1.17934,1.17935,7
2020-08-10 01:19:00+00:00,1.17939,1.17942,1.17936,1.17936,6
2020-08-10 01:20:00+00:00,1.17932,1.17932,1.17914,1.17914,5
2020-08-10 01:21:00+00:00,1.17910,1.17910,1.17900,1.17908,6
2020-08-10 01:22:00+00:00,1.17904,1.17910,1.17899,1.17906,9
2020-08-10 01:23:00+00:00,1.17904,1.17912,1.17902,1.17902,17
2020-08-10 01:24:00+00:00,1.17904,1.17910,1.17903,1.17910,12
2020-08-10 01:25:00+00:00,1.17912,1.17916,1.17912,1.17915,23
2020-08-10 01:26:00+00:00,1.17916,1.17918,1.17910,1.17911,20
2020-08-10 01:27:00+00:00,1.17910,1.17916,1.17910,1.17912,13
2020-08-10 01:28:00+00:00,1.17914,1.17926,1.17914,1.17924,13
2020-08-10 01:29:00+00:00,1.17922,1.17922,1.17910,1.17912,11
2020-08-10 01:30:00+00:00,1.17914,1.17936,1.17913,1.17932,27
2020-08-10 01:31:00+00:00,1.17934,1.17939,1.17919,1.17920,25
2020-08-10 01:32:00+00:00,1.17922,1.17928,1.17920,1.17922,19
2020-08-10 01:33:00+00:00,1.17920,1.17930,1.17918,1.17928,20
2020-08-10 01:34:00+00:00,1.17930,1.17946,1.17930,1.17937,33
2020-08-10 01:35:00+00:00,1.17935,1.17955,1.17935,1.17955,22
2020-08-10 01:36:00+00:00,1.17953,1.17956,1.17938,1.17954,35
2020-08-10 01:37:00+00:00,1.17952,1.17956,1.17941,1.17941,23
2020-08-10 01:38:00+00:00,1.17942,1.17954,1.17942,1.17952,30
2020-08-10 01:39:00+00:00,1.17954,1.17959,1.17944,1.17953,27
2020-08-10 01:40:00+00:00,1.17954,1.17956,1.17936,1.17942,23
2020-08-10 01:41:00+00:00,1.17940,1.17950,1.17936,1.17938,23
2020-08-10 01:42:00+00:00,1.17936,1.17944,1.17932,1.17934,25
2020-08-10 01:43:00+00:00,1.17933,1.17948,1.17932,1.17948,35
2020-08-10 01:44:00+00:00,1.17946,1.17954,1.17941,1.17952,29
2020-08-10 01:45:00+00:00,1.17954,1.17954,1.17942,1.17942,12
2020-08-10 01:46:00+00:00,1.17944,1.17948,1.17938,1.17938,16
2020-08-10 01:47:00+00:00,1.17940,1.17948,1.17937,1.17945,23
2020-08-10 01:48:00+00:00,1.17944,1.17952,1.17944,1.17946,15
2020-08-10 01:49:00+00:00,1.17948,1.17954,1.17948,1.17950,13
2020-08-10 01:50:00+00:00,1.17948,1.17948,1.17931,1.17936,33
2020-08-10 01:51:00+00:00,1.17938,1.17946,1.17934,1.17935,18
2020-08-10 01:52:00+00:00,1.17933,1.17933,1.17916,1.17916,28
2020-08-10 01:53:00+00:00,1.17914,1.17928,1.17914,1.17920,21
2020-08-10 01:54:00+00:00,1.17918,1.17929,1.17915,1.17926,20
2020-08-10 01:55:00+00:00,1.17924,1.17928,1.17922,1.17924,11
2020-08-10 01:56:00+00:00,1.17922,1.17938,1.17922,1.17933,22
2020-08-10 01:57:00+00:00,1.17934,1.17935,1.17926,1.17928,28
2020-08-10 01:58:00+00:00,1.17930,1.17940,1.17930,1.17938,29
2020-08-10 01:59:00+00:00,1.17936,1.17936,1.17932,1.17934,7
2020-08-10 02:00:00+00:00,1.17935,1.17935,1.17917,1.17918,23
2020-08-10 02:01:00+00:00,1.17920,1.17928,1.17918,1.17925,32
2020-08-10 02:02:00+00:00,1.17924,1.17924,1.17916,1.17922,33
2020-08-10 02:03:00+00:00,1.17920,1.17952,1.17918,1.17952,44
2020-08-10 02:04:00+00:00,1.17953,1.17954,1.17931,1.17931,20
2020-08-10 02:05:00+00:00,1.17932,1.17942,1.17932,1.17936,16
2020-08-10 02:06:00+00:00,1.17938,1.17946,1.17936,1.17941,23
2020-08-10 02:07:00+00:00,1.17940,1.17945,1.17936,1.17941,33
2020-08-10 02:08:00+00:00,1.17940,1.17944,1.17931,1.17940,33
2020-08-10 02:09:00+00:00,1.17939,1.17946,1.17936,1.17936,23
2020-08-10 02:10:00+00:00,1.17937,1.17948,1.17937,1.17948,18
2020-08-10 02:11:00+00:00,1.17946,1.17948,1.17946,1.17947,3
2020-08-10 02:12:00+00:00,1.17948,1.17956,1.17948,1.17952,27
2020-08-10 02:13:00+00:00,1.17951,1.17960,1.17951,1.17958,17
2020-08-10 02:14:00+00:00,1.17959,1.17968,1.17959,1.17964,10
2020-08-10 02:15:00+00:00,1.17966,1.17971,1.17964,1.17965,20
2020-08-10 02:16:00+00:00,1.17966,1.17968,1.17958,1.17961,24
2020-08-10 02:17:00+00:00,1.17963,1.17977,1.17960,1.17976,26
2020-08-10 02:18:00+00:00,1.17974,1.17975,1.17959,1.17972,36
2020-08-10 02:20:00+00:00,1.17970,1.17974,1.17970,1.17974,3
2020-08-10 02:21:00+00:00,1.17976,1.17982,1.17976,1.17981,6
2020-08-10 02:22:00+00:00,1.17980,1.17980,1.17976,1.17976,11
2020-08-10 02:23:00+00:00,1.17978,1.17982,1.17978,1.17982,4
2020-08-10 02:24:00+00:00,1.17984,1.17984,1.17966,1.17966,14
2020-08-10 02:25:00+00:00,1.17968,1.17968,1.17960,1.17962,6
2020-08-10 02:26:00+00:00,1.17960,1.17966,1.17960,1.17966,11
2020-08-10 02:27:00+00:00,1.17964,1.17966,1.17954,1.17960,22
2020-08-10 02:28:00+00:00,1.17962,1.17964,1.17962,1.17964,2
2020-08-10 02:29:00+00:00,1.17966,1.17971,1.17965,1.17966,12
2020-08-10 02:30:00+00:00,1.17968,1.17984,1.17967,1.17982,26
2020-08-10 02:31:00+00:00,1.17984,1.17984,1.17977,1.17981,14
2020-08-10 02:32:00+00:00,1.17980,1.17982,1.17978,1.17980,10
2020-08-10 02:33:00+00:00,1.17982,1.17984,1.17980,1.17982,5
2020-08-10 02:34:00+00:00,1.17981,1.17984,1.17980,1.17981,9
2020-08-10 02:35:00+00:00,1.17983,1.17983,1.17975,1.17978,17
2020-08-10 02:36:00+00:00,1.17976,1.17978,1.17967,1.17967,10
2020-08-10 02:37:00+00:00,1.17968,1.17968,1.17964,1.17964,6
2020-08-10 02:38:00+00:00,1.17966,1.17972,1.17966,1.17966,11
2020-08-10 02:39:00+00:00,1.17964,1.17968,1.17962,1.17966,18
2020-08-10 02:40:00+00:00,1.17967,1.17968,1.17963,1.17966,8
2020-08-10 02:41:00+00:00,1.17964,1.17966,1.17961,1.17964,8
2020-08-10 02:42:00+00:00,1.17966,1.17970,1.17966,1.17969,6
2020-08-10 02:43:00+00:00,1.17968,1.17974,1.17964,1.17974,15
2020-08-10 02:44:00+00:00,1.17972,1.17974,1.17970,1.17974,4
2020-08-10 02:45:00+00:00,1.17976,1.17980,1.17976,1.17980,4
2020-08-10 02:46:00+00:00,1.17979,1.17983,1.17978,1.17980,7
2020-08-10 02:47:00+00:00,1.17982,1.17984,1.17981,1.17982,10
2020-08-10 02:48:00+00:00,1.17980,1.17981,1.17970,1.17974,20
2020-08-10 02:49:00+00:00,1.17972,1.17974,1.17960,1.17960,12
2020-08-10 02:50:00+00:00,1.17958,1.17968,1.17958,1.17968,18
2020-08-10 02:51:00+00:00,1.17966,1.17971,1.17962,1.17963,25
2020-08-10 02:52:00+00:00,1.17962,1.17962,1.17957,1.17958,11
2020-08-10 02:53:00+00:00,1.17960,1.17960,1.17947,1.17952,26
2020-08-10 02:54:00+00:00,1.17951,1.17951,1.17931,1.17932,35
2020-08-10 02:55:00+00:00,1.17934,1.17937,1.17927,1.17932,39
2020-08-10 02:56:00+00:00,1.17931,1.17936,1.17930,1.17931,17
2020-08-10 02:57:00+00:00,1.17932,1.17939,1.17925,1.17925,26
2020-08-10 02:58:00+00:00,1.17927,1.17932,1.17927,1.17931,14
2020-08-10 02:59:00+00:00,1.17930,1.17931,1.17927,1.17931,23
2020-08-10 03:00:00+00:00,1.17930,1.17930,1.17918,1.17918,23
2020-08-10 03:01:00+00:00,1.17920,1.17920,1.17906,1.17906,14
2020-08-10 03:02:00+00:00,1.17909,1.17910,1.17904,1.17906,19
2020-08-10 03:03:00+00:00,1.17905,1.17907,1.17902,1.17904,18
2020-08-10 03:04:00+00:00,1.17905,1.17905,1.17900,1.17902,9
2020-08-10 03:05:00+00:00,1.17900,1.17902,1.17899,1.17899,5
2020-08-10 03:06:00+00:00,1.17900,1.17905,1.17900,1.17901,14
2020-08-10 03:07:00+00:00,1.17900,1.17900,1.17898,1.17900,3
2020-08-10 03:09:00+00:00,1.17902,1.17903,1.17900,1.17900,6
2020-08-10 03:10:00+00:00,1.17898,1.17915,1.17897,1.17915,15
2020-08-10 03:11:00+00:00,1.17916,1.17918,1.17915,1.17916,6
2020-08-10 03:12:00+00:00,1.17914,1.17922,1.17910,1.17922,23
2020-08-10 03:13:00+00:00,1.17920,1.17922,1.17912,1.17912,10
2020-08-10 03:14:00+00:00,1.17914,1.17914,1.17906,1.17907,7
2020-08-10 03:15:00+00:00,1.17908,1.17928,1.17908,1.17922,26
2020-08-10 03:16:00+00:00,1.17920,1.17928,1.17917,1.17918,14
2020-08-10 03:17:00+00:00,1.17916,1.17918,1.17911,1.17918,14
2020-08-10 03:18:00+00:00,1.17919,1.17921,1.17914,1.17920,9
2020-08-10 03:19:00+00:00,1.17921,1.17931,1.17921,1.17930,10
2020-08-10 03:20:00+00:00,1.17932,1.17938,1.17928,1.17935,18
2020-08-10 03:21:00+00:00,1.17936,1.17940,1.17936,1.17938,6
2020-08-10 03:22:00+00:00,1.17936,1.17938,1.17936,1.17938,2
2020-08-10 03:23:00+00:00,1.17940,1.17942,1.17935,1.17935,9
2020-08-10 03:24:00+00:00,1.17936,1.17938,1.17933,1.17934,10
2020-08-10 03:25:00+00:00,1.17932,1.17938,1.17932,1.17935,11
2020-08-10 03:26:00+00:00,1.17936,1.17938,1.17936,1.17936,3
2020-08-10 03:27:00+00:00,1.17935,1.17945,1.17935,1.17945,12
2020-08-10 03:28:00+00:00,1.17944,1.17949,1.17940,1.17949,11
2020-08-10 03:29:00+00:00,1.17948,1.17949,1.17942,1.17946,8
2020-08-10 03:30:00+00:00,1.17944,1.17944,1.17931,1.17932,16
2020-08-10 03:31:00+00:00,1.17934,1.17937,1.17932,1.17932,9
2020-08-10 03:32:00+00:00,1.17934,1.17935,1.17932,1.17933,5
2020-08-10 03:33:00+00:00,1.17935,1.17940,1.17934,1.17934,12
2020-08-10 03:34:00+00:00,1.17933,1.17934,1.17927,1.17927,11
2020-08-10 03:35:00+00:00,1.17928,1.17934,1.17927,1.17929,11
2020-08-10 03:36:00+00:00,1.17928,1.17929,1.17926,1.17929,6
2020-08-10 03:37:00+00:00,1.17928,1.17928,1.17928,1.17928,1
